,seller_id,buyer_id,product_id,product_price,sold_quantity,quantity_cluster,price_cluster,cluster,order_id
5003,4867,3578,4985,80.0,2115.0,best-seller,middle-end,best-seller;middle-end,4867-3578
5004,4867,3618,4893,100.0,5966.0,best-seller,middle-end,best-seller;middle-end,4867-3618
5005,4867,3623,118,80.0,2428.0,best-seller,middle-end,best-seller;middle-end,4867-3623
5006,4867,3623,1534,100.0,923.0,well-seller,middle-end,well-seller;middle-end,4867-3623
5007,4867,3625,4864,80.0,2578.0,best-seller,middle-end,best-seller;middle-end,4867-3625
5008,4867,3709,346,80.0,1910.0,best-seller,middle-end,best-seller;middle-end,4867-3709
5009,4867,3725,1871,100.0,1288.0,best-seller,middle-end,best-seller;middle-end,4867-3725
5010,4867,3743,2618,100.0,4582.0,best-seller,middle-end,best-seller;middle-end,4867-3743
5011,4867,3743,4149,70.0,377.0,well-seller,middle-end,well-seller;middle-end,4867-3743
5012,4867,3743,4870,68.0,2342.0,best-seller,middle-end,best-seller;middle-end,4867-3743
5013,4867,3765,3153,65.0,2797.0,best-seller,middle-end,best-seller;middle-end,4867-3765
5014,4867,3765,3176,80.0,12891.0,best-seller,middle-end,best-seller;middle-end,4867-3765
5015,4867,3785,3176,80.0,12891.0,best-seller,middle-end,best-seller;middle-end,4867-3785
5016,4867,3833,3153,65.0,2797.0,best-seller,middle-end,best-seller;middle-end,4867-3833
5017,4867,3865,3153,65.0,2797.0,best-seller,middle-end,best-seller;middle-end,4867-3865
5018,4867,3865,3176,80.0,12891.0,best-seller,middle-end,best-seller;middle-end,4867-3865
